wl,f171,f491,f609,f283,f792,f23,f406,f883,f452,f972,f719,f517,f251,f315,f143,f923,f603,f305,f512,f309,f948,f502,f382,f903,f969,f73,f46,f833,f764,f886,f12,f359,f560,f300,f899,f454,f696,f423,f2,f811,f979,f690,f158,f52,f752
327.13,0.077,-1.261,-0.766,0.27,2.413,1.992,1.062,-0.089,2.393,0.814,3.499,0.36,3.611,2.059,2.801,1.707,36.415,3.654,14.651,2.999,-0.14,3.37,1.778,0.845,2.585,0.968,1.936,1.432,45.598,5.286,3.014,0.941,2.005,2.626,4.396,1.408,2.305,17.577,2.344,1.588,0.095,1.203,1.381,0.262,0.897
327.51,0.061,-0.941,-0.996,0.375,2.757,1.603,0.963,-0.205,2.375,0.881,3.393,0.271,3.298,1.84,2.752,1.634,36.346,3.644,14.837,2.94,-0.404,3.242,1.851,0.771,2.612,1.065,1.952,1.457,45.682,5.009,2.77,0.936,1.968,2.523,4.45,1.298,2.299,17.543,2.445,1.4,0.043,1.028,1.294,0.341,0.835
327.88,-0.274,-0.737,-0.999,0.319,2.821,1.748,1.102,-0.182,2.301,0.696,3.478,0.323,3.312,1.824,2.756,1.805,36.403,3.562,14.784,2.813,-0.315,2.991,1.724,0.806,2.472,0.966,1.856,1.362,45.887,4.724,2.655,1.013,2.02,2.548,4.87,1.561,2.379,17.484,2.416,1.446,0.159,0.935,1.358,0.236,0.967
328.26,-0.258,-0.632,-0.878,0.286,2.718,1.795,1.158,-0.217,2.315,0.897,3.464,0.376,3.183,1.923,2.707,1.745,36.415,3.501,14.84,2.731,-0.477,3.059,1.548,0.681,2.251,0.891,1.825,1.108,46.316,4.849,2.754,1.049,2.112,2.675,5.004,1.54,2.513,17.294,2.521,1.538,0.194,0.939,1.354,0.127,1.049
328.63,-0.255,-0.778,-0.7,0.295,2.865,1.904,1.351,0.099,2.047,0.993,3.294,0.256,3.394,2.08,2.769,1.752,36.332,3.335,14.946,2.638,-0.656,3.17,1.64,0.56,1.925,0.454,1.826,1.215,46.695,4.74,2.638,0.959,2.112,2.558,4.839,1.386,2.503,17.279,2.396,1.534,0,1.168,1.299,0.103,1.062
329.01,-0.153,-0.606,-0.646,0.256,2.851,2.008,1.496,0.15,2.083,1.204,3.298,0.537,3.241,1.813,2.475,1.621,36.391,3.268,15.04,2.365,-0.52,3.186,1.43,0.901,2.103,0.553,1.797,1.14,46.715,4.658,2.6,1.072,2.234,2.597,4.716,1.295,2.569,17.039,2.226,1.566,-0.015,0.952,1.352,0.092,1.003
329.38,-0.095,-0.47,-0.637,0.525,3.005,2.157,1.556,0.333,2.251,0.961,3.133,0.901,3.076,1.588,2.327,1.446,36.374,3.181,14.701,2.336,-0.374,3.061,1.24,1.224,1.96,0.699,1.728,1.013,46.978,4.596,2.487,0.991,2.267,2.407,4.573,1.218,2.68,16.731,2.112,1.738,0.012,0.904,1.332,0.161,0.999
329.76,-0.1,-0.342,-0.452,0.516,3.173,1.992,1.567,0.615,2.075,0.973,3.071,0.666,3.105,1.449,2.505,1.417,36.27,3.308,14.813,2.477,-0.205,3.245,1.334,1.122,2.086,0.675,1.887,0.978,46.926,4.822,2.612,1.026,2.221,2.327,4.527,1.17,2.621,16.522,2.253,1.811,0.042,0.855,1.322,0.171,1.093
330.13,0.084,-0.404,-0.348,0.277,3.051,1.997,1.339,0.906,1.873,1.084,2.996,0.73,2.833,1.223,2.452,1.413,36.269,3.547,14.807,2.385,-0.211,3.017,0.961,0.998,2.021,0.564,1.767,0.842,46.655,4.88,2.649,1.239,2.522,2.506,4.416,1.348,2.638,16.344,2.268,1.769,0.177,0.782,1.216,0.252,1.08
330.51,0.145,-0.326,-0.164,0.616,2.958,2.281,1.56,0.761,1.532,0.99,2.879,0.9,2.593,1.351,2.506,1.359,36.158,3.509,14.429,2.339,0.097,2.902,1.048,1.019,1.911,0.506,1.675,0.868,46.574,4.981,2.905,1.378,2.56,2.72,4.479,1.511,2.758,15.988,2.143,1.868,0.221,0.845,1.134,0.168,1.125
330.88,0.098,-0.34,-0.106,0.624,2.701,2.222,1.333,0.899,1.4,1.167,2.854,0.732,2.543,1.251,2.269,1.273,35.893,3.265,14.498,2.381,0.162,2.927,0.814,0.993,1.938,0.285,1.763,0.876,46.537,4.82,2.98,1.395,2.377,2.48,4.274,1.603,2.755,15.888,2.159,1.799,0.285,0.786,1.1,0.163,1.259
331.25,0.088,-0.087,0.132,0.246,2.54,2.413,1.647,0.855,1.34,1.256,2.779,0.711,2.496,1.301,2.164,1.229,35.698,3.333,14.438,2.48,-0.094,3.246,0.914,1.217,2.088,0.434,1.86,0.939,46.396,4.803,2.878,1.781,2.688,2.72,4.029,1.552,2.671,15.673,1.991,1.814,0.15,0.956,1.236,0.228,1.35
331.63,-0.192,0.074,0.158,0.013,2.302,2.691,1.59,0.668,1.689,1.389,2.66,0.685,2.494,1.388,2.191,1.383,35.964,3.47,14.627,2.685,-0.049,3.154,0.897,1.007,2.046,0.395,2.072,0.806,46.552,4.659,2.637,1.927,2.724,2.811,4.008,1.385,2.709,15.36,1.921,1.52,0.174,1.005,1.266,0.219,1.12
332,0.043,-0.096,-0.051,0.064,2.375,2.655,1.692,0.952,1.626,1.301,2.65,0.678,2.633,1.478,2.284,1.336,35.856,3.383,14.687,2.422,0.182,2.947,0.659,0.993,1.92,0.387,1.847,1.013,46.591,4.607,2.515,1.777,2.427,2.586,3.833,1.325,2.704,15.09,1.892,1.463,0.079,1.177,1.11,0.156,0.975
332.38,-0.284,-0.162,-0.086,0.233,2.279,2.598,1.702,0.886,1.806,1.329,2.433,0.648,2.683,1.49,2.393,1.445,35.8,3.515,14.787,2.461,0.013,2.97,0.601,0.798,1.871,0.169,1.968,1.005,46.654,4.728,2.509,1.663,2.168,2.474,3.694,1.366,2.937,14.956,1.918,1.382,0.083,1.229,1.085,0.139,0.956
332.75,-0.093,-0.26,0,0.1,2.243,2.733,1.813,0.998,1.688,1.36,2.407,0.488,2.805,1.629,2.46,1.742,35.81,3.3,14.911,2.346,-0.036,2.779,0.596,0.727,1.802,0.314,2.247,0.967,46.721,4.783,2.64,1.702,2.243,2.488,3.42,1.253,3.037,14.924,1.765,1.459,-0.085,1.29,1.106,-0.012,0.82
333.13,-0.029,-0.46,-0.12,0.314,2.512,2.741,1.753,1.012,1.328,1.37,2.552,0.553,2.755,1.398,2.593,2.017,35.766,2.971,14.873,2.376,-0.215,2.787,0.413,0.832,1.909,0.341,2.054,0.997,46.638,4.49,2.397,1.625,2.098,2.513,3.537,1.456,3.182,14.811,1.839,1.255,-0.103,1.36,0.998,-0.164,0.835
333.5,-0.006,-0.551,0.097,0.09,2.404,2.646,1.627,0.783,1.165,1.199,2.449,0.635,3.015,1.466,2.438,1.99,35.982,3.034,14.819,2.465,-0.258,3.14,0.645,0.99,1.828,0.148,1.89,1.062,46.492,4.583,2.676,1.446,2.265,2.627,3.223,1.457,3.239,14.809,1.729,1.106,-0.194,1.369,0.939,-0.125,0.987
333.88,-0.016,-0.559,0.018,-0.002,2.285,2.738,1.665,0.767,0.84,1.215,2.562,0.717,2.997,1.386,2.52,1.92,36.091,2.989,14.792,2.664,-0.391,3.203,0.911,0.844,1.633,-0.045,1.936,1.103,46.719,4.823,2.849,1.743,2.351,2.629,3.467,1.707,3.528,14.676,1.66,1.21,-0.275,1.447,0.996,-0.283,1.08
334.25,0.088,-0.748,-0.045,0.273,2.574,2.789,1.732,0.624,0.737,1.361,2.596,0.714,3.021,1.556,2.512,1.808,35.979,3.075,14.825,2.511,-0.454,3.121,0.708,0.751,1.663,0.041,1.804,1.034,46.829,4.895,2.899,1.701,2.306,2.521,3.392,1.732,3.476,14.54,1.882,1.228,-0.299,1.6,1.015,-0.277,0.984
334.62,0.272,-0.674,0.137,0.074,2.282,3.006,1.75,0.757,0.787,1.416,2.489,0.782,2.995,1.643,2.598,1.922,36.008,2.981,15.046,2.561,-0.487,3.268,0.635,0.57,1.753,-0.211,1.768,1.223,46.952,4.847,2.774,1.58,2.262,2.461,3.601,1.907,3.656,14.548,1.938,1.224,-0.27,1.656,1.126,-0.295,0.865
335,0.413,-0.812,0.429,0.147,2.302,3.205,1.84,0.845,0.752,1.416,2.592,0.736,2.969,1.691,2.557,1.846,36.06,3.031,15.164,2.622,-0.647,3.367,0.605,0.441,1.933,-0.256,1.424,1.194,47.164,4.727,2.673,1.553,2.433,2.341,3.591,2.01,3.698,14.736,2.12,1.207,-0.148,1.546,1.213,-0.203,0.889
335.37,0.384,-0.994,0.367,0.305,2.289,3.25,1.96,0.933,0.875,1.336,2.827,0.903,3.003,1.719,2.609,1.959,35.878,3.029,14.762,2.683,-0.674,3.606,0.559,0.537,2.095,-0.306,1.458,1.142,47.189,4.721,2.763,1.558,2.491,2.45,3.666,2.266,3.884,14.692,1.939,1.187,-0.01,1.486,1.314,-0.162,0.895
335.75,0.289,-1.117,0.089,0.274,2.17,2.985,1.923,0.759,1.084,1.232,2.611,0.854,3.034,1.792,2.83,2.01,35.896,3.052,14.833,2.748,-0.601,3.769,0.572,0.662,2.145,-0.531,1.535,1.161,47.575,4.856,2.783,1.438,2.528,2.422,3.496,2.174,4.034,14.832,1.954,1.146,-0.132,1.501,1.303,-0.146,0.686
336.12,0.342,-1.221,0.024,0.239,2.057,3.107,1.955,0.689,1.155,1.219,2.729,0.683,3.209,1.885,2.845,1.896,35.997,3.047,15.063,2.668,-0.327,3.753,0.523,0.775,2.16,-0.487,1.614,1.271,47.627,4.624,2.849,1.444,2.299,2.281,3.394,2.129,3.958,14.988,2.009,1.086,0.016,1.366,1.33,-0.112,0.588
336.49,0.228,-1.23,0.171,0.112,1.896,3.146,1.829,0.718,1.051,1.372,2.939,0.753,2.974,1.736,2.91,1.91,36.169,3.238,14.976,2.491,-0.139,3.511,0.243,0.83,2.287,-0.364,1.635,1.385,47.472,4.564,2.821,1.386,2.181,2.414,3.323,2.046,4.056,15.164,2.203,0.987,0.207,1.132,1.533,0.011,0.64
336.87,0.329,-1.517,0.059,-0.021,1.827,3.191,1.727,0.38,1.17,1.55,3.118,0.448,3.19,1.852,2.882,1.945,36.499,3.455,14.918,2.587,0.019,3.529,0.451,0.486,2.303,-0.136,1.699,1.49,47.634,4.34,2.915,1.326,2.174,2.504,3.364,2.188,4.082,15.365,2.218,0.826,0.263,1.159,1.462,0.008,0.646
337.24,0.374,-1.539,0.211,-0.021,1.785,3.551,1.942,-0.019,1.253,1.348,3.15,0.159,3.188,1.883,3.01,2.187,36.66,3.587,15.077,2.372,-0.148,3.633,0.422,0.223,2.405,-0.135,1.698,1.579,47.655,4.374,2.966,1.437,2.199,2.659,3.579,2.139,3.952,15.484,2.207,0.753,0.165,1.385,1.397,-0.129,0.668
337.62,0.26,-1.454,0.453,-0.35,1.902,3.445,1.847,0.099,1.241,1.365,3.212,0.391,3.084,1.934,2.95,2.275,36.819,3.45,14.678,2.33,-0.208,3.603,0.224,0.391,2.313,-0.086,1.711,1.627,48.147,4.362,2.984,1.268,2.154,2.455,3.168,1.923,3.81,15.699,2.255,0.694,0.049,1.382,1.404,-0.058,0.695
337.99,0.149,-1.701,0.709,-0.428,2.083,3.469,1.917,0.169,1.108,1.08,3.05,0.366,3.369,2.166,2.969,2.292,37.194,3.272,14.713,2.448,-0.127,3.58,0.513,0.321,2.525,0.128,1.625,1.576,48.476,4.444,2.925,1.292,1.978,2.412,3.209,1.837,3.855,15.964,2.321,0.691,0.084,1.467,1.37,-0.054,0.798
338.36,0.14,-1.765,0.473,-0.384,2.27,3.57,1.996,0.082,1.037,1.167,3.31,0.431,3.44,2.112,3.043,2.329,37.602,3.435,15.005,2.558,-0.391,3.95,0.746,0.417,2.769,0.389,1.562,1.592,48.629,4.464,2.87,1.425,1.899,2.308,3.354,1.936,3.829,16.388,2.289,0.571,0.121,1.457,1.464,-0.147,0.796
338.74,-0.004,-1.816,0.808,-0.513,2.356,3.477,2.012,0.032,0.736,1.105,3.564,0.663,3.528,2.202,3.265,2.419,37.884,3.467,14.833,2.347,-0.28,3.907,0.805,0.44,2.662,0.6,1.422,1.644,48.999,4.484,2.892,1.606,2.093,2.515,3.516,1.938,3.653,16.518,2.276,0.643,0.118,1.406,1.534,-0.089,0.725
339.11,-0.015,-1.94,0.873,-0.501,2.304,3.608,1.869,-0.326,0.944,1.047,3.59,0.515,3.867,2.095,3.366,2.382,38.228,3.729,15.15,2.071,-0.061,3.678,0.656,0.439,2.508,0.445,1.356,1.538,49.388,4.539,2.845,1.545,1.902,2.423,3.714,2.062,3.627,16.788,2.413,0.656,0.209,1.398,1.547,0,0.71
339.48,-0.1,-1.955,1.033,-0.28,2.374,3.516,1.625,-0.304,1.032,1.224,3.458,0.471,3.921,2.032,3.381,2.151,38.527,3.609,15.181,1.821,-0.312,3.639,0.415,0.49,2.568,0.554,1.284,1.571,49.61,4.468,2.779,1.456,1.775,2.276,3.72,1.931,3.583,17.106,2.45,0.863,0.256,1.563,1.531,-0.108,0.823
339.86,0.081,-1.954,1.162,-0.226,2.197,3.437,1.703,-0.416,1.06,1.362,3.457,0.472,3.954,1.849,3.443,2.313,38.738,3.637,15.127,1.772,-0.151,3.61,0.442,0.45,2.521,0.573,1.423,1.586,49.756,4.518,2.661,1.505,1.761,2.342,3.591,1.938,3.385,17.596,2.368,0.771,0.118,1.495,1.617,-0.143,1.087
340.23,0.115,-2.044,1.587,-0.243,2.168,3.461,1.831,-0.443,1.244,1.388,3.572,0.662,4.185,1.879,3.39,2.449,38.919,3.691,14.995,1.719,-0.113,3.507,0.325,0.499,2.453,0.618,1.374,1.746,49.914,4.409,2.774,1.539,1.791,2.34,3.646,1.765,3.175,17.894,2.348,0.875,0.116,1.469,1.441,-0.025,1.088
340.6,-0.01,-2.087,1.48,-0.088,2.316,3.315,1.674,-0.147,1.254,1.364,3.555,0.925,4.054,1.925,3.373,2.456,39.355,3.92,15.024,1.867,-0.228,3.527,0.361,0.654,2.591,0.651,1.291,1.918,50.127,4.392,2.782,1.365,1.758,2.284,3.554,1.745,3.027,18.28,2.378,0.808,0.131,1.373,1.421,0.095,1.108
340.98,-0.154,-2.157,1.625,0.182,2.719,3.256,1.702,-0.024,1.311,1.527,3.45,0.983,3.988,1.871,3.327,2.213,39.518,4.024,14.873,1.817,-0.15,3.624,0.427,0.575,2.458,0.529,1.463,2.024,50.583,4.664,2.944,1.456,1.947,2.345,3.568,1.74,3.074,18.639,2.238,0.948,0.19,1.426,1.323,0.039,1.274
341.35,-0.1,-2.221,1.894,-0.054,2.37,2.902,1.476,-0.022,1.182,1.471,3.579,0.92,3.936,1.979,3.226,2.072,39.683,4.015,15.127,1.89,-0.212,3.565,0.471,0.429,2.524,0.682,1.341,2.118,50.947,4.529,2.435,1.594,1.9,2.329,3.688,1.922,3.239,18.739,2.208,0.961,0.196,1.412,1.32,0.049,1.313
341.73,-0.05,-2.417,1.877,0.208,2.52,2.69,1.217,-0.074,1.245,1.312,3.719,0.968,3.818,2.097,3.191,2.029,40.11,3.862,15.383,1.812,-0.435,3.373,0.395,0.559,2.396,0.634,1.379,2.183,51.018,4.575,2.369,1.486,1.897,2.469,3.83,1.913,3.038,18.913,2.142,0.936,0.265,1.324,1.208,0.039,1.324
342.1,0.007,-2.302,1.659,0.213,2.495,2.364,0.837,-0.013,1.23,1.335,3.679,0.998,3.942,2.338,3.259,2.06,40.484,3.709,15.38,1.764,-0.549,3.529,0.45,0.7,2.31,0.592,1.335,2.273,51.366,4.711,2.442,1.522,1.96,2.547,3.79,1.821,3.09,19.249,1.992,1.038,0.303,1.333,1.223,0.043,1.402
342.47,-0.088,-2.197,1.869,0.254,2.637,2.255,0.635,-0.049,1.087,1,3.736,0.984,3.891,2.362,3.201,1.985,40.674,3.832,15.085,1.695,-0.538,3.425,0.542,0.915,2.278,0.741,1.37,2.254,51.445,4.687,2.546,1.58,2.108,2.604,3.62,1.667,2.922,19.42,2.161,1.008,0.262,1.226,1.2,-0.038,1.595
342.85,-0.047,-2.18,2.108,0.514,2.777,2.37,0.411,-0.203,1.132,0.992,3.731,1.169,3.696,2.26,3.142,1.925,40.812,3.843,14.974,1.74,-0.411,3.371,0.558,0.976,2.142,0.73,1.66,2.126,51.461,4.833,2.743,1.605,1.798,2.536,3.642,1.699,2.784,19.78,1.976,1.002,0.25,1.43,1.077,-0.086,1.608
343.22,0.09,-2.092,2.328,0.642,3.011,2.337,0.373,-0.072,1.007,1.139,3.592,1.033,3.73,2.107,3.229,2.06,41.363,3.795,15.238,1.575,-0.142,3.11,0.413,0.998,2.219,0.722,1.527,2.173,51.826,4.759,2.617,1.573,1.858,2.448,3.391,1.511,2.581,20.088,2.029,1.145,0.276,1.533,0.945,-0.224,1.676
343.59,0.225,-1.98,2.413,0.885,2.961,2.415,0.439,-0.294,0.815,1.049,3.638,1.013,3.822,2.116,3.182,2.216,41.484,3.925,15.345,1.53,-0.272,2.982,0.328,0.811,2.281,0.862,1.632,2.329,52.001,4.588,2.661,1.738,1.92,2.495,3.196,1.25,2.428,20.199,1.943,1.169,0.247,1.495,0.962,-0.212,1.831
343.97,0.163,-1.677,2.567,0.961,2.869,2.455,0.387,-0.301,0.875,0.985,3.617,1.13,3.907,2.141,3.332,2.475,41.706,4.186,15.262,1.707,-0.329,3.093,0.634,0.737,2.399,0.95,1.57,2.296,52.21,4.536,2.643,1.656,2.043,2.514,3.125,1.293,2.496,20.313,1.939,1.127,0.111,1.63,0.861,-0.198,1.723
344.34,0.252,-1.64,2.374,1.01,2.753,2.23,0.261,-0.103,0.943,0.91,3.647,1.236,3.978,2.112,3.34,2.442,41.953,4.028,15.474,1.981,-0.301,3.285,0.876,0.66,2.412,0.947,1.502,2.188,52.5,4.533,2.586,1.61,2.143,2.508,3.273,1.423,2.415,20.328,1.799,1.238,-0.049,1.623,0.702,-0.247,1.607
344.71,0.296,-1.548,2.204,1.046,2.742,2.114,0.348,0.119,0.946,1.058,3.511,1.389,3.925,2.061,3.379,2.446,42.031,4.009,15.46,1.977,-0.328,3.438,0.904,0.735,2.302,0.756,1.483,2.102,52.608,4.67,2.446,1.48,1.953,2.408,3.031,1.278,2.164,20.472,1.86,1.231,-0.063,1.685,0.674,-0.313,1.515
345.09,0.427,-1.523,2.05,1.237,2.686,2.33,0.444,0.054,0.945,1.158,3.505,1.177,3.989,2.202,3.424,2.43,42.167,4.168,15.435,2.144,-0.285,3.204,0.814,0.832,2.353,0.764,1.663,2.074,52.676,4.448,2.339,1.488,1.932,2.336,2.974,1.455,2.23,20.676,1.78,1.219,-0.078,1.486,0.76,-0.216,1.401
345.46,0.427,-1.636,2.408,1.304,2.468,2.103,0.376,0.26,0.728,1.071,3.782,1.099,4.228,2.377,3.355,2.323,42.29,4.336,15.72,2.179,-0.21,3.237,0.886,0.738,2.299,0.579,1.52,1.961,52.559,4.387,2.426,1.564,1.889,2.41,3.146,1.593,2.14,20.817,1.574,1.18,0.052,1.506,0.806,-0.377,1.388
345.83,0.47,-1.454,2.215,1.499,2.683,1.98,0.143,0.288,0.664,0.946,4.033,1.07,4.157,2.181,3.407,2.339,42.368,4.423,15.861,2.124,-0.17,3.246,0.827,0.829,2.236,0.631,1.586,1.969,52.645,4.129,2.182,1.364,1.921,2.403,3.004,1.546,2.036,21.027,1.529,1.269,-0.14,1.331,0.926,-0.295,1.354
346.2,0.397,-1.233,2.402,1.573,2.467,1.968,0.299,0.608,0.529,1.059,3.965,0.983,3.983,1.975,3.428,2.371,42.36,4.421,15.703,2.056,-0.155,3.103,0.759,0.691,2.139,0.442,1.573,1.958,52.964,4.004,2.117,1.249,1.915,2.329,2.857,1.308,1.947,21.048,1.673,1.263,-0.287,1.347,0.923,-0.16,1.406
346.58,0.401,-1.254,2.465,1.577,2.518,2.234,0.342,0.5,0.406,0.784,3.854,0.914,4.008,1.944,3.374,2.475,42.337,4.541,15.654,2.107,-0.35,3.203,0.841,0.568,2.342,0.575,1.422,1.664,53.178,4.039,1.973,1.144,1.881,2.238,2.722,1.108,2.048,21.342,1.657,1.284,-0.324,1.383,0.864,-0.237,1.462
346.95,0.411,-1.346,2.355,1.596,2.518,2.314,0.36,0.576,0.511,0.606,3.78,0.884,3.87,1.922,3.324,2.537,42.5,4.367,15.64,2.172,-0.611,3.14,0.86,0.67,2.37,0.58,1.494,1.635,53.128,4.002,1.982,0.838,1.717,2.06,2.67,0.989,2.141,21.364,1.644,1.165,-0.239,1.432,0.781,-0.268,1.365
347.32,0.719,-1.302,2.379,1.682,2.529,2.211,0.056,0.429,0.498,0.479,3.75,0.847,3.754,1.823,3.356,2.771,42.414,4.4,15.497,2.314,-0.433,3.064,0.953,0.692,2.383,0.471,1.42,1.547,53.292,3.969,2.124,0.648,1.553,1.997,2.797,1.063,2.16,21.417,1.565,1.073,-0.361,1.244,0.825,-0.117,1.28
347.7,0.607,-1.133,2.309,1.6,2.571,2.331,0.35,0.141,0.409,0.473,3.92,0.68,3.55,1.836,3.315,2.667,42.408,4.504,15.691,2.498,-0.652,3.034,0.987,0.706,2.431,0.456,1.526,1.604,53.469,3.897,2.326,0.664,1.645,1.944,2.885,1.211,2.295,21.461,1.498,1.14,-0.198,1.297,0.728,-0.055,1.152
348.07,0.556,-1.117,2.301,1.405,2.332,2.593,0.346,-0.05,0.611,0.541,3.826,0.525,3.498,1.782,3.27,2.494,42.535,4.474,15.825,2.588,-0.672,3.047,0.931,0.837,2.528,0.516,1.708,1.669,53.589,3.842,2.299,0.759,1.655,1.981,2.863,1.362,2.39,21.448,1.521,1.061,-0.175,1.242,0.893,-0.096,1.072
348.44,0.525,-1.154,2.174,1.47,2.471,2.905,0.436,-0.042,0.821,0.371,3.872,0.509,3.472,1.389,3.226,2.271,42.473,4.481,15.714,2.382,-0.64,2.91,0.753,0.821,2.477,0.405,1.771,1.552,53.604,3.94,2.359,0.84,1.633,1.967,2.899,1.349,2.341,21.508,1.551,1.059,-0.071,1.374,0.818,-0.159,1.107
348.81,0.718,-1.07,2.513,1.268,2.239,3.026,0.505,-0.054,0.937,0.384,3.918,0.656,3.702,1.583,3.325,2.275,42.591,4.53,15.845,2.514,-0.774,2.946,0.731,0.601,2.404,0.414,1.815,1.545,53.714,3.844,2.259,0.95,1.502,1.968,2.693,1.225,2.227,21.503,1.576,1.077,-0.072,1.306,0.87,-0.063,1.057
349.19,0.664,-0.968,2.522,1.304,2.182,3.171,0.806,0.089,1.076,0.209,3.871,0.856,3.607,1.357,3.588,2.323,42.665,4.519,15.701,2.46,-0.707,2.808,0.496,0.629,2.297,0.123,1.785,1.423,53.908,3.973,2.381,0.963,1.503,1.933,2.539,1.094,2.118,21.539,1.703,1.101,-0.055,1.302,0.902,-0.086,1.071
349.56,0.683,-0.985,2.465,1.407,2,3.271,0.924,0.065,1.112,0.469,3.977,0.679,3.757,1.245,3.646,2.451,42.605,4.768,15.615,2.424,-0.33,3.016,0.425,0.649,2.57,0.286,1.622,1.297,53.993,4.054,2.453,0.787,1.521,1.752,2.324,1.103,2.29,21.603,1.673,1.044,-0.042,1.479,0.853,-0.046,1.054
349.93,0.758,-0.988,2.687,1.336,1.738,3.34,1.078,0.285,0.898,0.492,3.965,0.555,3.703,1.069,3.654,2.582,42.58,4.98,15.538,2.705,-0.355,2.987,0.647,0.533,2.737,0.36,1.651,1.221,53.956,4.029,2.334,0.941,1.48,1.733,2.245,1.099,2.024,21.474,1.75,0.998,-0.062,1.416,0.754,-0.008,1.108
350.31,0.636,-1.073,2.754,1.303,1.595,3.04,1.018,0.212,1.16,0.525,3.937,0.494,3.684,1.039,3.71,2.552,42.614,4.872,15.665,2.791,-0.297,2.949,0.651,0.202,2.649,0.267,1.69,1.28,54.094,4.05,2.328,0.913,1.322,1.736,2.299,1.197,1.931,21.458,1.484,0.909,-0.141,1.367,0.784,0.006,1.01
350.68,0.567,-0.929,2.78,1.013,1.442,2.674,0.706,0.385,1.2,0.654,3.923,0.127,3.892,0.978,3.813,2.586,42.594,4.564,15.774,2.668,-0.222,2.842,0.587,0.074,2.524,0.156,1.699,1.456,54.348,3.782,1.933,0.944,1.412,1.944,2.271,1.095,2.134,21.207,1.476,0.926,-0.174,1.399,0.913,-0.074,1.157
351.05,0.644,-0.833,2.7,1.084,1.551,2.562,0.758,0.674,1.363,0.689,3.854,0.035,4.06,1.152,3.768,2.467,42.754,4.648,15.826,2.804,-0.284,2.937,0.724,0.049,2.317,0.127,1.736,1.291,54.297,3.923,2.046,1.001,1.393,1.901,2.488,1.153,2.216,21.007,1.466,0.878,-0.112,1.341,0.987,0.321,1.223
351.42,0.732,-0.924,2.825,1.203,1.804,2.429,0.648,0.421,1.458,0.697,3.761,0.008,4.229,1.299,3.658,2.321,42.89,4.7,15.763,2.841,-0.203,3.039,0.823,0.203,2.123,0.106,1.555,1.039,54.125,4.103,2.116,0.932,1.324,1.725,2.545,1.235,2.269,20.893,1.505,0.767,-0.083,1.449,0.88,0.406,1.164
351.8,0.899,-1.053,2.887,1.393,1.843,2.419,0.568,0.375,1.511,0.554,3.673,-0.019,4.323,1.321,3.675,2.281,43.009,4.619,15.919,2.699,-0.262,2.898,0.512,0.218,2.014,-0.07,1.452,1.062,54.154,4.323,2.003,0.969,1.227,1.66,2.724,1.229,2.374,20.848,1.593,0.72,-0.179,1.326,0.92,0.457,1.217
352.17,0.781,-1.109,2.878,1.348,1.873,2.165,0.594,0.364,1.549,0.585,3.865,-0.001,4.532,1.365,3.753,2.392,43.001,4.636,15.99,2.734,-0.194,2.87,0.304,0.284,1.994,0.138,1.37,0.945,54.094,4.446,2.076,1.034,1.21,1.646,2.619,1.201,2.309,20.728,1.659,0.728,-0.194,1.406,1.033,0.502,1.261
352.54,0.551,-1.133,2.87,1.244,1.894,2.094,0.444,0.079,1.731,0.682,3.923,-0.097,4.742,1.424,3.729,2.378,43.07,4.48,16.138,2.874,-0.294,2.776,0.283,0.295,1.896,0.053,1.386,0.918,54.224,4.509,2.285,1.013,1.241,1.668,2.734,1.151,2.233,20.684,1.669,0.734,-0.211,1.439,1.168,0.524,1.235
352.91,0.594,-1.132,2.893,1.261,1.814,2.122,0.442,0.027,1.86,0.769,3.824,0.164,4.774,1.519,3.638,2.408,43.076,4.283,16.215,2.884,-0.331,2.915,0.457,0.279,1.771,-0.047,1.435,0.963,54.258,4.707,2.456,1.071,1.337,1.677,2.748,0.976,2.216,20.633,1.751,0.638,-0.205,1.564,1.23,0.504,1.15
353.29,0.661,-1.125,2.926,1.295,2.056,2.042,0.353,-0.136,1.76,0.741,3.557,0.063,4.664,1.551,3.735,2.483,42.973,4.35,16.267,2.991,-0.481,3.033,0.48,0.434,1.891,-0.001,1.479,0.972,54.406,4.642,2.331,1.236,1.553,1.894,2.815,1.088,2.387,20.513,1.761,0.578,-0.335,1.567,1.193,0.637,1.257
353.66,0.557,-1.022,3.028,1.327,2.228,1.975,0.377,0.019,1.9,0.852,3.613,0.095,4.918,1.803,3.888,2.514,42.989,4.342,16.302,2.996,-0.769,3.047,0.434,0.422,1.849,-0.12,1.612,0.955,54.524,4.603,2.418,1.448,1.658,2.05,2.801,1.063,2.222,20.352,1.685,0.634,-0.137,1.693,1.158,0.644,1.171
354.03,0.783,-1.183,3.038,1.238,2.237,1.947,0.182,0.068,1.903,0.861,3.63,0.07,5.176,1.837,3.956,2.521,43.033,4.26,16.467,2.959,-0.628,2.882,0.291,0.711,1.909,-0.05,1.698,0.919,54.566,4.796,2.528,1.429,1.528,2.015,2.731,1.082,2.178,20.228,1.603,0.773,-0.045,1.778,1.13,0.66,1.104
